person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
27,103000,3,4.0,1,3,20000,16.07,0.19,0,6,0.0002621359223300971
24,47000,3,6.0,5,0,6800,5.42,0.15,0,3,0.0005106382978723404
22,36000,0,6.0,4,3,7000,12.61,0.19,0,2,0.0006111111111111111
28,200000,3,7.0,3,1,18000,11.71,0.09,0,10,0.00014
26,73000,0,7.0,4,0,16875,7.9,0.24,0,4,0.00035616438356164383
24,40000,3,1.0,3,0,5000,7.9,0.13,0,3,0.0006
37,780000,0,2.0,2,1,7500,12.18,0.01,0,14,4.7435897435897435e-05
28,45000,3,5.0,4,0,9000,7.51,0.2,0,6,0.0006222222222222223
25,55000,0,7.0,2,0,16000,8.94,0.29,0,4,0.00045454545454545455
23,73500,3,7.0,3,2,15000,13.16,0.2,1,2,0.00031292517006802724
34,70000,3,3.0,2,4,15000,19.03,0.21,0,10,0.0004857142857142857
36,50000,3,4.0,5,0,4000,7.66,0.08,0,14,0.00072
23,100000,3,0.0,3,0,6000,7.51,0.06,0,2,0.00023
28,75000,3,6.0,3,2,15000,11.34,0.2,1,7,0.0003733333333333333
32,119000,0,3.0,2,1,9000,10.74,0.08,0,9,0.0002689075630252101
24,21000,3,3.0,1,0,4000,7.88,0.19,0,2,0.001142857142857143
26,35000,3,0.0,3,0,12000,9.63,0.34,0,2,0.0007428571428571429
27,98004,2,8.0,5,0,18500,8.49,0.19,0,5,0.000275498959226154
23,33000,3,0.0,1,2,5000,14.27,0.15,1,3,0.000696969696969697
24,46976,3,1.0,0,0,8500,7.29,0.19,0,3,0.0005108991825613079
26,38004,3,0.0,3,0,3500,6.91,0.09,0,4,0.0006841385117356067
36,70000,0,3.0,2,3,2875,16.29,0.04,0,13,0.0005142857142857143
22,100000,0,4.0,1,1,5000,11.86,0.05,0,3,0.00022
26,119496,3,7.0,5,0,12000,7.88,0.1,0,4,0.0002175805047867711
28,90000,0,8.0,2,1,3000,11.49,0.03,0,7,0.0003111111111111111
24,60000,3,2.0,2,2,6000,14.22,0.1,0,3,0.0004
27,70000,0,5.0,3,0,10000,7.29,0.14,0,9,0.0003857142857142857
53,78300,3,4.0,4,0,7800,6.76,0.1,0,29,0.0006768837803320562
25,33000,3,2.0,3,3,7750,15.65,0.23,1,3,0.0007575757575757576
23,30000,0,7.0,4,3,3500,16.32,0.12,0,4,0.0007666666666666667
24,76486,3,2.0,0,0,6000,6.54,0.08,0,4,0.00031378291452030435
36,40000,3,2.0,0,0,5000,5.42,0.13,0,15,0.0009
25,63324,0,8.0,0,1,24000,11.83,0.38,0,3,0.00039479502242435727
25,78000,3,9.0,4,3,4000,17.27,0.05,0,2,0.0003205128205128205
22,60000,0,6.0,1,1,10000,9.88,0.17,0,4,0.00036666666666666667
24,36000,3,0.0,3,1,7000,11.83,0.19,0,2,0.0006666666666666666
25,48000,0,6.0,3,1,7500,12.53,0.16,0,3,0.0005208333333333333
30,72000,0,14.0,5,1,24000,11.83,0.33,0,10,0.0004166666666666667
35,80000,2,4.0,5,2,5000,13.47,0.06,1,9,0.0004375
26,45000,0,10.0,0,2,6000,13.61,0.13,0,4,0.0005777777777777778
28,34000,3,6.0,3,2,4000,13.11,0.12,0,7,0.0008235294117647059
24,74000,0,9.0,1,2,1500,13.06,0.02,1,2,0.0003243243243243243
22,55000,3,3.0,5,0,7500,8.0,0.14,0,2,0.0004
27,106000,0,11.0,0,0,3600,6.03,0.04,0,7,0.0002547169811320755
24,70000,0,2.0,3,1,15000,11.86,0.21,0,4,0.00034285714285714285
22,80000,3,5.0,0,2,7000,13.99,0.09,1,4,0.000275
37,56500,3,1.0,5,1,12000,11.14,0.21,0,12,0.0006548672566371682
25,54000,3,1.0,2,4,16000,16.35,0.3,1,3,0.000462962962962963
23,70000,0,4.0,1,0,8000,7.49,0.11,0,2,0.00032857142857142856
22,62500,1,6.0,4,2,5000,13.22,0.08,1,3,0.000352
37,40000,3,1.0,4,0,6000,6.91,0.15,0,16,0.000925
30,75000,3,2.0,0,2,15000,13.85,0.2,1,6,0.0004
23,30000,3,0.0,5,4,8875,17.99,0.3,0,2,0.0007666666666666667
35,100000,0,0.0,5,1,17600,10.59,0.18,0,9,0.00035
25,69000,3,1.0,1,4,10000,14.18,0.14,0,2,0.00036231884057971015
36,108000,3,0.0,4,3,25000,15.31,0.23,0,15,0.0003333333333333333
25,54000,3,2.0,5,3,10000,15.62,0.19,0,2,0.000462962962962963
34,62400,3,7.0,1,3,8000,14.09,0.13,0,7,0.0005448717948717948
22,88500,3,3.0,0,2,24250,12.73,0.27,1,4,0.00024858757062146895
24,50000,3,0.0,0,1,3600,11.49,0.07,0,2,0.00048
26,53000,0,4.0,2,0,21250,8.9,0.4,0,3,0.0004905660377358491
24,55000,3,1.0,0,1,15000,11.58,0.27,0,4,0.00043636363636363637
24,96000,3,8.0,4,0,1500,7.9,0.02,0,3,0.00025
27,70000,0,11.0,2,0,5600,6.03,0.08,0,10,0.0003857142857142857
30,90000,0,3.0,3,1,10000,11.49,0.11,0,9,0.0003333333333333333
22,45000,3,3.0,0,1,4800,12.53,0.11,0,2,0.0004888888888888889
25,70000,0,9.0,2,3,8500,14.84,0.12,1,2,0.00035714285714285714
30,86400,3,5.0,3,0,5000,7.29,0.06,0,8,0.00034722222222222224
22,45000,3,6.0,1,1,7000,10.0,0.16,0,4,0.0004888888888888889
27,90000,0,5.0,1,1,13500,10.99,0.15,0,10,0.0003
22,20000,3,2.0,3,1,5000,11.86,0.25,0,4,0.0011
24,60000,0,6.0,4,5,8000,19.47,0.13,1,3,0.0004
28,84000,0,8.0,0,0,7500,8.63,0.09,0,6,0.0003333333333333333
30,100000,0,7.0,1,0,1000,6.76,0.01,0,6,0.0003
36,54000,3,4.0,3,4,12000,16.82,0.22,1,13,0.0006666666666666666
29,80000,0,5.0,0,1,24000,11.49,0.3,0,8,0.0003625
23,190000,0,7.0,4,0,15000,6.62,0.08,0,2,0.00012105263157894736
27,75000,0,12.0,4,0,12000,7.88,0.16,0,9,0.00036
31,26010,0,2.0,3,1,6000,10.99,0.23,0,7,0.0011918492887351018
29,65000,0,13.0,5,0,5000,6.99,0.08,0,9,0.0004461538461538462
28,35000,3,1.0,5,2,10000,13.48,0.29,1,10,0.0008
33,113800,3,8.0,5,1,5000,11.83,0.04,0,10,0.0002899824253075571
32,37000,0,3.0,0,0,17500,6.62,0.47,0,6,0.0008648648648648649
33,95004,0,2.0,4,2,9000,13.35,0.1,1,9,0.0003473537956296577
31,78504,3,2.0,1,1,6000,10.74,0.08,0,5,0.0003948843371038418
23,87550,3,0.0,1,0,9000,7.51,0.09,0,2,0.00026270702455739577
22,60000,2,6.0,1,2,14000,14.27,0.23,1,2,0.00036666666666666667
22,28685,2,5.0,4,1,6000,11.49,0.21,0,4,0.000766951368310964
22,83000,3,7.0,0,3,12000,16.0,0.14,0,3,0.00026506024096385544
27,65000,0,11.0,4,1,13200,12.42,0.2,0,8,0.00041538461538461537
29,50000,3,3.0,2,1,3000,10.99,0.06,0,6,0.00058
22,38000,0,5.0,4,2,4800,14.79,0.12,0,3,0.0005789473684210527
33,40000,3,6.0,0,0,6000,6.17,0.15,0,6,0.000825
30,41277,3,2.0,4,1,3000,10.0,0.07,0,9,0.0007267970055963369
22,51996,0,6.0,4,1,5000,10.74,0.1,0,2,0.00042310946995922764
26,44000,0,10.0,3,0,8500,7.88,0.19,0,4,0.0005909090909090909
21,35000,3,5.0,0,0,10000,6.03,0.29,0,2,0.0006
29,30000,3,0.0,0,0,8000,9.32,0.27,0,7,0.0009666666666666667
35,30000,3,3.0,3,1,3000,11.49,0.1,0,9,0.0011666666666666668
26,72000,0,10.0,5,0,8000,7.51,0.11,0,3,0.0003611111111111111
27,80000,3,5.0,5,1,12000,12.42,0.15,0,10,0.0003375
38,70000,0,5.0,0,0,4000,7.49,0.06,0,16,0.0005428571428571429
28,55000,3,9.0,3,0,8000,6.17,0.15,0,10,0.0005090909090909091
41,50000,0,15.0,2,0,6000,6.03,0.12,0,11,0.00082
36,50000,3,1.0,2,2,12000,13.48,0.24,0,15,0.00072
24,49152,3,7.0,3,1,4000,11.71,0.08,0,3,0.00048828125
24,55000,3,1.0,5,1,8500,11.58,0.15,0,3,0.00043636363636363637
21,55400,0,5.0,3,3,1500,14.61,0.03,1,2,0.00037906137184115523
25,59000,3,5.0,4,3,20000,16.89,0.34,0,3,0.000423728813559322
27,54996,0,0.0,1,1,25000,11.49,0.46,0,7,0.0004909447959851625
23,130000,0,7.0,1,2,5000,13.22,0.04,0,3,0.00017692307692307693
22,50000,3,3.0,5,3,10000,16.89,0.2,0,4,0.00044
22,48000,0,5.0,3,0,15000,7.51,0.31,0,4,0.0004583333333333333
33,46680,3,2.0,1,0,10000,8.59,0.21,0,8,0.0007069408740359897
27,36000,0,3.0,0,1,8000,11.49,0.22,0,5,0.00075
24,75000,0,7.0,2,0,10000,7.74,0.13,0,3,0.00032
45,28320,3,4.0,5,3,8700,14.61,0.31,0,12,0.0015889830508474577
34,60000,0,15.0,2,2,8400,13.49,0.14,1,6,0.0005666666666666667
31,80000,3,4.0,2,0,24000,8.9,0.3,0,9,0.0003875
24,50000,2,3.0,5,1,6000,10.99,0.12,0,2,0.00048
27,60000,0,10.0,4,0,10000,7.49,0.17,0,6,0.00045
22,38000,3,2.0,4,1,10000,10.99,0.26,0,3,0.0005789473684210527
23,84000,0,7.0,4,0,4000,5.42,0.05,0,2,0.0002738095238095238
23,80000,0,7.0,4,1,12000,9.25,0.15,0,3,0.0002875
22,19680,3,2.0,1,3,7750,14.83,0.39,0,2,0.0011178861788617887
25,70000,0,3.0,5,1,6000,9.99,0.09,0,4,0.00035714285714285714
29,120000,3,9.0,2,3,7500,13.55,0.06,1,9,0.00024166666666666667
23,78000,0,4.0,0,3,10000,12.61,0.13,1,2,0.0002948717948717949
28,44000,0,12.0,3,4,7500,15.07,0.18,0,9,0.0006363636363636364
24,65000,0,2.0,5,0,7000,7.14,0.11,0,3,0.0003692307692307692
27,61200,0,1.0,3,1,19400,12.18,0.27,0,7,0.0004411764705882353
29,30000,3,0.0,3,0,5000,5.42,0.17,0,8,0.0009666666666666667
36,50000,3,2.0,2,2,5000,13.98,0.1,0,14,0.00072
23,38000,3,4.0,1,1,10000,12.42,0.26,0,2,0.0006052631578947369
25,83000,3,3.0,2,2,13900,12.73,0.15,1,3,0.00030120481927710846
25,70000,3,2.0,3,0,5000,8.9,0.07,0,3,0.00035714285714285714
30,80000,0,14.0,0,0,9000,6.03,0.11,0,6,0.000375
38,44000,0,1.0,1,3,7000,13.24,0.16,0,13,0.0008636363636363636
23,90000,0,4.0,1,1,18000,10.99,0.2,0,3,0.0002555555555555556
24,70000,0,0.0,4,1,8000,10.36,0.11,0,2,0.00034285714285714285
22,90000,0,6.0,0,0,4700,5.42,0.05,0,4,0.00024444444444444443
25,52500,0,2.0,0,0,8000,7.88,0.15,0,4,0.0004761904761904762
23,96500,0,3.0,1,2,14500,12.61,0.15,1,3,0.0002383419689119171
22,60000,0,2.0,3,1,21000,9.76,0.35,0,2,0.00036666666666666667
35,136625,0,3.0,5,0,15000,7.51,0.11,0,6,0.00025617566331198534
24,57000,0,6.0,3,1,3000,11.99,0.05,0,2,0.0004210526315789474
22,55000,3,4.0,3,2,11000,13.98,0.2,0,4,0.0004
25,150000,0,9.0,2,1,8800,9.99,0.06,0,4,0.00016666666666666666
27,67000,2,2.0,1,0,14400,9.63,0.21,0,8,0.0004029850746268657
34,35000,0,5.0,3,1,4000,9.25,0.11,0,6,0.0009714285714285714
30,150000,3,2.0,2,1,20000,10.08,0.13,0,7,0.0002
24,85000,0,8.0,1,1,4800,11.99,0.05,0,3,0.00028235294117647056
26,33048,3,6.0,1,2,13800,13.49,0.43,1,3,0.0007867344468651658
30,78111,0,5.0,4,0,25000,7.51,0.32,0,8,0.00038406882513346394
23,78000,0,7.0,1,0,6000,7.51,0.08,0,4,0.0002948717948717949
26,39000,3,10.0,3,2,5800,14.72,0.15,1,4,0.0006666666666666666
23,50000,0,7.0,5,0,15000,6.03,0.3,0,4,0.00046
26,52200,2,0.0,4,1,15000,10.99,0.29,0,3,0.0004980842911877395
23,60000,0,7.0,5,0,3600,7.29,0.06,0,4,0.00038333333333333334
24,35000,3,2.0,0,1,3000,11.49,0.09,0,4,0.0006857142857142857
29,78000,0,13.0,4,0,4800,7.74,0.06,0,7,0.0003717948717948718
45,57000,3,7.0,3,0,5000,7.9,0.09,0,12,0.0007894736842105263
25,52800,3,2.0,1,0,6000,6.92,0.11,0,4,0.0004734848484848485
24,135996,0,8.0,2,2,12500,12.87,0.09,1,2,0.0001764757786993735
23,36000,3,2.0,3,1,11000,12.21,0.32,0,3,0.0006388888888888889
30,140000,0,12.0,0,1,12000,10.99,0.09,0,9,0.00021428571428571427
24,44000,3,1.0,0,2,7500,12.53,0.16,0,2,0.0005454545454545455
31,95000,0,7.0,3,3,18000,16.49,0.19,1,7,0.0003263157894736842
30,77500,3,2.0,1,2,6800,12.41,0.09,1,10,0.0003870967741935484
46,120000,3,0.0,0,1,20000,10.37,0.17,0,14,0.00038333333333333334
23,90000,0,0.0,0,2,15000,13.61,0.17,0,3,0.0002555555555555556
24,65000,3,1.0,1,0,7000,7.88,0.11,0,3,0.0003692307692307692
25,45000,3,5.0,5,3,10000,16.89,0.22,0,2,0.0005555555555555556
26,51600,2,10.0,5,2,13800,13.49,0.27,0,3,0.0005038759689922481
32,47800,0,5.0,0,1,15000,11.86,0.31,0,7,0.0006694560669456067
25,54000,0,9.0,0,0,2000,7.14,0.04,0,3,0.000462962962962963
21,110000,2,2.0,5,3,15000,15.05,0.14,0,2,0.00019090909090909092
30,100000,0,0.0,4,2,6000,13.57,0.06,0,7,0.0003
29,51684,3,7.0,4,3,5000,15.21,0.1,1,9,0.0005611020818822072
24,70000,3,0.0,4,0,12000,5.99,0.17,0,2,0.00034285714285714285
22,66600,0,6.0,0,0,6200,7.14,0.09,0,3,0.00033033033033033035
23,60000,3,3.0,3,0,8000,6.99,0.13,0,3,0.00038333333333333334
21,100000,0,5.0,4,2,15000,13.43,0.15,0,4,0.00021
22,120000,3,2.0,1,1,10000,11.71,0.08,0,3,0.00018333333333333334
28,100000,0,5.0,2,0,5000,6.03,0.05,0,5,0.00028
23,56208,0,7.0,3,3,6500,15.62,0.11,0,4,0.0004091944207230288
35,50000,0,3.0,1,2,2325,13.49,0.05,1,10,0.0007
22,38004,3,5.0,1,1,10000,10.75,0.26,0,4,0.0005788864330070519
29,50000,0,13.0,4,0,10000,5.42,0.2,0,9,0.00058
27,60000,0,0.0,0,0,2000,7.9,0.03,0,7,0.00045
25,60000,3,0.0,0,1,16000,11.71,0.27,0,4,0.0004166666666666667
29,48000,0,13.0,5,0,5000,7.14,0.1,0,9,0.0006041666666666667
22,140000,0,6.0,3,2,15000,12.61,0.11,1,3,0.00015714285714285713
22,30000,3,0.0,1,0,13000,6.54,0.43,0,4,0.0007333333333333333
27,50000,0,2.0,5,0,4000,6.92,0.08,0,5,0.00054
27,50000,0,5.0,2,0,12000,8.94,0.24,0,7,0.00054
29,43000,3,13.0,3,1,5000,9.91,0.12,0,10,0.0006744186046511628
36,72000,3,12.0,5,1,16000,11.86,0.22,0,11,0.0005
23,75000,0,4.0,5,1,24000,10.37,0.32,0,2,0.0003066666666666667
25,35000,3,9.0,3,1,9600,11.71,0.27,0,4,0.0007142857142857143
53,45000,3,0.0,0,0,7000,5.42,0.16,0,29,0.0011777777777777778
27,50000,3,2.0,2,0,4000,5.42,0.08,0,9,0.00054
30,70000,3,4.0,4,1,15000,10.0,0.21,0,10,0.00042857142857142855
27,50000,3,2.0,1,1,8000,9.99,0.16,0,5,0.00054
26,48000,0,10.0,1,1,9000,12.69,0.19,0,2,0.0005416666666666666
30,99600,3,1.0,3,0,5000,7.51,0.05,0,6,0.00030120481927710846
25,48000,3,5.0,0,0,3500,6.99,0.07,0,4,0.0005208333333333333
23,100300,3,0.0,1,3,14000,14.59,0.12,1,4,0.00022931206380857427
23,20000,3,3.0,3,1,5000,11.86,0.25,0,4,0.00115
30,35000,3,2.0,0,0,6500,9.32,0.18,0,10,0.0008571428571428571
27,45000,3,3.0,1,2,2000,12.98,0.04,0,10,0.0006
27,56400,3,1.0,1,2,4000,12.23,0.07,1,9,0.0004787234042553191
22,45000,3,0.0,1,3,15000,14.96,0.33,1,4,0.0004888888888888889
23,67752,3,7.0,5,1,2500,10.65,0.04,0,2,0.0003394733734797497
58,50000,3,14.0,4,1,20000,10.38,0.4,0,19,0.00116
24,45996,3,2.0,3,1,2000,12.53,0.04,0,2,0.0005217845030002609
27,32000,0,4.0,1,1,12250,10.99,0.38,0,8,0.00084375
30,57300,3,2.0,2,1,8000,10.65,0.14,0,9,0.0005235602094240838
28,50000,3,4.0,1,1,15000,10.37,0.3,0,6,0.00056
26,58195,3,3.0,4,1,12000,9.91,0.21,0,3,0.0004467737778159636
24,80000,3,3.0,5,0,24000,7.49,0.3,0,2,0.0003
27,130000,0,8.0,1,0,10000,5.79,0.08,0,6,0.00020769230769230768
21,28000,3,5.0,5,0,3000,7.88,0.11,0,3,0.00075
22,60000,3,1.0,1,1,10800,12.21,0.18,0,2,0.00036666666666666667
44,189996,2,0.0,4,1,24000,11.83,0.13,0,12,0.00023158382281732246
26,60000,0,6.0,0,1,13000,10.37,0.22,0,3,0.0004333333333333333
24,48000,3,6.0,3,3,10000,14.11,0.21,1,3,0.0005
37,30000,3,5.0,5,1,4400,11.99,0.15,0,12,0.0012333333333333332
22,65000,3,1.0,1,1,12000,10.0,0.18,0,3,0.00033846153846153846
22,65496,3,6.0,5,1,13250,10.37,0.2,0,3,0.00033589837547331135
26,45000,0,10.0,0,1,14000,12.42,0.29,0,3,0.0005777777777777778
26,34000,3,2.0,2,2,9600,11.22,0.28,1,3,0.0007647058823529412
26,36000,3,5.0,4,2,8000,13.06,0.22,0,2,0.0007222222222222222
25,39000,3,9.0,1,1,15000,10.99,0.38,0,2,0.000641025641025641
23,37200,3,2.0,0,1,7000,11.71,0.19,0,4,0.0006182795698924732
26,69996,0,10.0,0,0,10750,6.54,0.17,0,2,0.00037144979713126463
23,62000,0,1.0,5,0,15000,6.03,0.24,0,4,0.00037096774193548385
22,30000,3,6.0,4,2,6000,14.65,0.2,1,2,0.0007333333333333333
27,46800,3,0.0,1,1,6800,10.65,0.14,0,7,0.000576923076923077
26,40000,3,4.0,1,1,15000,12.42,0.38,0,3,0.00065
22,50000,3,0.0,1,2,10000,14.35,0.2,0,4,0.00044
25,85000,3,2.0,5,2,6000,13.49,0.07,0,2,0.0002941176470588235
22,74000,0,3.0,1,1,15000,11.89,0.2,0,4,0.0002972972972972973
27,30000,3,5.0,5,3,10000,14.61,0.33,0,6,0.0009
27,65000,3,3.0,2,2,12000,13.35,0.18,1,7,0.00041538461538461537
29,120000,0,3.0,3,0,12000,7.51,0.1,0,6,0.00024166666666666667
41,70000,3,13.0,4,3,17000,16.07,0.24,1,15,0.0005857142857142858
38,110000,0,2.0,5,0,6000,6.92,0.05,0,15,0.00034545454545454544
39,44000,3,6.0,4,1,6000,10.74,0.14,0,16,0.0008863636363636364
25,80000,3,9.0,1,1,17600,10.62,0.21,0,2,0.0003125
30,50000,0,0.0,2,0,6000,9.63,0.12,0,7,0.0006
25,65000,0,0.0,1,0,15000,6.17,0.23,0,4,0.0003846153846153846
35,65000,3,0.0,1,1,3000,12.42,0.05,0,7,0.0005384615384615384
25,72000,0,9.0,1,3,9000,16.29,0.13,0,3,0.00034722222222222224
23,45000,3,3.0,4,2,3000,13.61,0.07,0,2,0.0005111111111111112
37,20000,3,0.0,1,1,7500,11.71,0.38,0,13,0.00185
27,39000,3,0.0,5,3,8000,14.42,0.21,0,10,0.0006923076923076923
33,67000,0,0.0,1,0,7000,7.14,0.1,0,10,0.0004925373134328358
24,45000,3,0.0,3,1,4000,11.26,0.09,0,4,0.0005333333333333334
24,32000,3,1.0,5,2,6000,13.49,0.19,0,4,0.00075
28,55200,0,2.0,5,0,3000,7.43,0.05,0,5,0.0005072463768115942
27,48000,3,1.0,3,0,14000,8.94,0.29,0,8,0.0005625
23,35000,3,2.0,1,0,5600,7.51,0.16,0,3,0.0006571428571428571
22,54000,3,0.0,5,3,14500,15.58,0.27,0,4,0.0004074074074074074
22,28800,3,6.0,1,1,4500,11.49,0.15,0,4,0.0007638888888888889
27,48000,3,7.0,3,0,10000,7.51,0.21,0,5,0.0005625
32,75000,0,8.0,2,0,3200,6.76,0.04,0,10,0.00042666666666666667
25,45000,3,1.0,3,2,12000,13.49,0.27,1,2,0.0005555555555555556
28,90000,0,11.0,5,4,15000,16.32,0.16,0,8,0.0003111111111111111
24,150000,3,8.0,2,2,5000,13.43,0.03,0,3,0.00016
24,30000,3,0.0,4,0,10000,7.9,0.33,0,4,0.0008
26,72000,0,7.0,3,0,6000,6.54,0.08,0,2,0.0003611111111111111
28,60000,2,12.0,3,2,20000,13.99,0.33,1,7,0.00046666666666666666
31,92004,0,8.0,0,1,8000,9.63,0.09,0,10,0.0003369418720925177
28,102000,0,5.0,4,0,6000,7.49,0.06,0,10,0.0002745098039215686
29,93600,3,1.0,4,0,6000,7.88,0.06,0,10,0.00030982905982905986
25,69000,3,0.0,1,4,12000,17.51,0.17,1,2,0.00036231884057971015
31,68000,0,7.0,5,0,6000,7.49,0.09,0,7,0.00045588235294117646
22,30000,3,3.0,5,1,3000,12.42,0.1,0,3,0.0007333333333333333
25,25200,3,0.0,3,1,5500,11.89,0.23,0,4,0.000992063492063492
28,55000,3,3.0,5,1,5000,10.25,0.09,0,5,0.0005090909090909091
24,60000,3,1.0,5,0,8600,7.91,0.14,0,2,0.0004
33,54000,0,15.0,4,1,6000,11.49,0.11,0,7,0.0006111111111111111
50,42000,3,4.0,0,2,15000,13.11,0.37,0,12,0.0011904761904761906
30,60000,0,7.0,1,1,15000,11.11,0.25,0,8,0.0005
25,29000,3,8.0,4,1,2500,10.99,0.09,0,2,0.0008620689655172414
27,65000,3,7.0,4,2,6000,13.99,0.09,0,10,0.00041538461538461537
35,52800,3,4.0,1,1,3000,10.39,0.06,0,6,0.0006628787878787879
24,85000,0,8.0,2,0,8000,7.14,0.09,0,3,0.00028235294117647056
22,65000,3,6.0,5,0,7000,5.79,0.11,0,2,0.00033846153846153846
25,30000,3,3.0,5,0,5000,7.88,0.17,0,2,0.0008333333333333334
38,103000,3,5.0,0,3,25000,16.49,0.24,0,16,0.00036893203883495146
25,24000,3,0.0,0,3,2000,16.32,0.08,0,4,0.0010416666666666667
38,36707,3,3.0,4,3,9250,16.32,0.25,1,14,0.001035224888985752
30,200000,0,2.0,2,1,10000,11.36,0.05,0,8,0.00015
30,34000,3,14.0,3,3,7500,15.58,0.22,1,6,0.0008823529411764706
23,80000,0,1.0,5,0,12000,7.49,0.15,0,3,0.0002875
26,65000,2,5.0,2,2,7000,13.35,0.11,0,2,0.0004
23,48000,2,5.0,5,1,10000,11.12,0.21,0,3,0.00047916666666666664
23,50000,3,7.0,1,1,15000,9.99,0.3,0,3,0.00046
23,60000,0,0.0,4,1,6000,11.36,0.1,0,2,0.00038333333333333334
27,44004,2,2.0,2,0,4000,6.92,0.09,0,6,0.0006135805835833107
22,120000,0,4.0,1,2,10000,12.73,0.08,0,3,0.00018333333333333334
23,48000,0,7.0,0,1,5000,10.99,0.1,0,4,0.00047916666666666664
24,65000,3,0.0,0,0,12000,8.9,0.18,0,2,0.0003692307692307692
23,60000,3,0.0,4,1,10000,10.65,0.17,0,2,0.00038333333333333334
24,40000,3,0.0,3,1,6000,10.59,0.15,0,2,0.0006
28,50000,0,12.0,0,0,9000,6.03,0.18,0,10,0.00056
25,180000,0,2.0,2,1,6000,11.48,0.03,0,4,0.0001388888888888889
41,56000,3,2.0,0,1,5000,11.36,0.09,0,11,0.0007321428571428571
25,25920,3,1.0,3,3,5000,15.62,0.19,0,3,0.0009645061728395061
28,140000,3,2.0,5,2,20000,13.85,0.14,0,9,0.0002
45,126000,0,6.0,4,1,14000,11.71,0.11,0,14,0.00035714285714285714
39,75000,0,6.0,4,0,10000,7.51,0.13,0,11,0.00052
28,38300,3,5.0,3,1,12000,10.25,0.31,0,8,0.0007310704960835509
24,54000,3,1.0,1,3,24000,15.65,0.44,0,4,0.00044444444444444447
24,24996,0,2.0,1,1,10000,9.45,0.4,0,2,0.0009601536245799327
29,78000,3,3.0,1,0,6000,9.63,0.08,0,7,0.0003717948717948718
31,75000,0,3.0,1,0,8000,6.62,0.11,0,6,0.0004133333333333333
22,55000,3,2.0,5,2,6000,12.61,0.11,0,4,0.0004
23,60000,3,2.0,0,0,9600,7.29,0.16,0,4,0.00038333333333333334
30,35004,2,5.0,5,1,10000,10.38,0.29,0,10,0.0008570449091532396
29,125000,0,5.0,4,0,5000,7.14,0.04,0,10,0.000232
33,160000,0,3.0,5,1,12000,9.63,0.07,0,8,0.00020625
22,32000,0,6.0,1,1,3000,11.83,0.09,0,3,0.0006875
22,28800,3,2.0,3,1,1200,11.83,0.04,0,2,0.0007638888888888889
22,62900,3,2.0,3,3,16000,14.96,0.22,0,3,0.00034976152623211444
26,102996,3,0.0,0,0,7200,7.74,0.07,0,3,0.0002524369878441881
32,100000,0,3.0,1,1,15000,9.88,0.15,0,10,0.00032
27,64800,3,5.0,5,1,8000,10.46,0.12,0,6,0.0004166666666666667
33,103250,3,4.0,2,0,12000,5.79,0.12,0,5,0.0003196125907990315
23,74000,0,8.0,5,0,5050,5.42,0.07,0,3,0.0003108108108108108
22,41000,3,2.0,4,4,3000,16.77,0.07,1,2,0.0005365853658536586
27,80000,0,2.0,0,0,6000,5.42,0.07,0,6,0.0003375
32,40000,3,3.0,3,2,6000,13.49,0.15,0,9,0.0008
23,50000,3,7.0,1,0,4000,7.51,0.08,0,4,0.00046
36,70000,3,0.0,4,2,11200,14.65,0.16,0,13,0.0005142857142857143
23,30000,3,5.0,2,3,8000,14.59,0.27,1,2,0.0007666666666666667
33,36000,3,1.0,1,2,8000,12.99,0.22,1,8,0.0009166666666666666
27,68000,0,11.0,2,0,10750,7.51,0.16,0,5,0.00039705882352941176
25,50000,3,0.0,5,2,7500,13.49,0.15,0,3,0.0005
29,40000,0,6.0,1,0,4100,8.32,0.1,0,10,0.000725
23,75000,0,7.0,1,0,13000,5.79,0.17,0,2,0.0003066666666666667
27,65000,0,11.0,0,1,3000,11.49,0.05,0,9,0.00041538461538461537
25,110000,0,9.0,0,1,25000,9.99,0.23,0,3,0.00022727272727272727
23,80000,0,7.0,4,0,2000,7.51,0.03,0,4,0.0002875
27,42000,0,5.0,4,1,7000,10.59,0.17,0,6,0.0006428571428571428
23,29000,3,3.0,1,1,10000,11.99,0.34,0,3,0.000793103448275862
30,48000,3,6.0,4,1,2500,11.71,0.05,0,7,0.000625
22,60000,3,3.0,5,0,12000,8.9,0.2,0,3,0.00036666666666666667
24,24000,2,2.0,4,1,6000,11.86,0.25,0,4,0.001
22,50000,3,1.0,5,1,3500,10.37,0.07,0,4,0.00044
22,35000,0,6.0,3,2,3000,13.11,0.09,0,2,0.0006285714285714285
29,65000,3,2.0,4,1,10000,10.37,0.15,0,6,0.0004461538461538462
23,95000,3,7.0,1,1,10000,10.65,0.11,0,4,0.00024210526315789473
24,35000,2,7.0,5,2,3000,13.92,0.09,0,3,0.0006857142857142857
29,84996,0,2.0,1,2,12000,12.23,0.14,0,8,0.00034119252670713915
23,66000,0,0.0,5,0,2875,7.49,0.04,0,2,0.0003484848484848485
32,132000,0,15.0,0,2,25000,12.53,0.19,0,10,0.00024242424242424242
