,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
47042,3,15.0,3,20000,8.94,0.27,0,13,0.0005138888888888889
3405,3,5.0,1,10000,7.14,0.23,0,4,0.0005787037037037037
47391,0,2.0,4,6000,10.65,0.11,0,9,0.0005263157894736842
22066,0,7.0,0,12000,7.29,0.16,0,7,0.0003972602739726027
38701,3,4.0,1,7000,7.14,0.17,0,9,0.000825
41719,0,2.0,0,11000,8.94,0.18,0,4,0.00036666666666666667
55706,3,2.0,4,8000,9.63,0.2,0,2,0.0006000600060006001
5040,3,2.0,1,5000,10.83,0.17,0,4,0.0007666666666666667
146,0,0.0,1,6500,8.59,0.14,0,9,0.0006116594954863748
33700,2,13.0,3,12000,10.99,0.14,0,8,0.0003278995690462807
4645,3,0.0,1,10000,15.96,0.16,0,3,0.0003548387096774194
23594,0,2.0,3,3000,7.9,0.04,0,15,0.00046753246753246754
58293,0,2.0,1,10000,8.59,0.17,0,5,0.00046551724137931035
42793,3,4.0,0,24000,19.69,0.41,1,10,0.00045762711864406777
31943,0,4.0,1,12000,12.42,0.32,0,10,0.0007733333333333333
21006,0,10.0,0,12000,7.88,0.1,0,2,0.00021666666666666666
42667,0,6.0,4,15000,12.99,0.13,0,3,0.00022413020240681357
42261,3,8.0,0,15000,14.59,0.36,0,2,0.0005714285714285715
57750,0,8.0,4,25000,15.33,0.27,1,3,0.0002575107296137339
6767,0,9.0,2,10500,7.49,0.15,0,2,0.00035714285714285714
39547,3,0.0,1,4800,7.88,0.09,0,7,0.0005535714285714286
55878,0,7.0,2,12000,6.62,0.13,0,8,0.0003333333333333333
175,0,5.0,0,10000,8.94,0.19,0,2,0.00040002909302494727
56761,0,3.0,1,7000,7.51,0.12,0,2,0.0004
28025,0,8.0,1,10000,9.88,0.12,0,2,0.0002714932126696833
53438,0,9.0,0,25000,10.75,0.19,0,3,0.0001791044776119403
37489,0,14.0,2,7800,10.65,0.23,0,10,0.0009090909090909091
12478,0,2.0,3,10000,7.88,0.21,0,5,0.0006041666666666667
6810,3,2.0,5,4200,8.59,0.12,0,5,0.0008
57568,0,8.0,2,10000,5.42,0.31,0,7,0.00084375
7523,0,5.0,5,12000,10.62,0.22,0,8,0.0005555555555555556
17211,3,5.0,2,6000,12.69,0.2,0,2,0.0008
4182,0,3.0,2,5000,13.23,0.05,0,10,0.00031683168316831684
12506,0,7.0,1,4200,7.29,0.06,0,4,0.00033823529411764706
49265,0,13.0,3,1200,6.76,0.02,0,5,0.00048333333333333334
45548,3,0.0,4,6975,10.59,0.25,0,4,0.0007857142857142857
47096,0,11.0,3,5000,14.22,0.08,1,7,0.00045
45325,0,2.0,0,12000,6.99,0.2,0,6,0.0005333333333333334
58197,3,8.0,0,7000,9.32,0.13,0,4,0.00043636363636363637
49106,3,6.0,3,10500,11.36,0.26,0,10,0.0007
31355,3,3.0,5,15000,14.27,0.12,1,2,0.0002032520325203252
42225,3,3.0,5,10000,10.25,0.13,0,3,0.0003066666666666667
21779,0,8.0,1,3500,7.51,0.05,0,4,0.00034285714285714285
11243,0,0.0,3,25000,10.36,0.33,0,12,0.0004894179894179894
1620,3,10.0,3,13200,8.49,0.19,0,10,0.00040002285844905423
55930,0,2.0,5,6000,5.79,0.12,0,13,0.00072
40264,2,0.0,4,10000,9.63,0.29,0,2,0.0005999314364072677
45984,0,11.0,0,13000,8.94,0.15,0,3,0.00030588235294117644
18921,0,6.0,2,12375,7.51,0.34,0,3,0.0006857338781108031
29285,0,1.0,1,6000,6.76,0.09,0,3,0.000352760736196319
21765,0,14.0,4,3000,7.88,0.05,0,5,0.0005166666666666667
12892,0,2.0,2,20000,14.09,0.29,0,4,0.00034285714285714285
28122,0,7.0,2,3000,7.9,0.05,0,9,0.0004827586206896552
25749,2,3.0,2,15000,6.17,0.23,0,3,0.0003692307692307692
143,3,3.0,3,3600,5.99,0.06,0,8,0.00045
58603,3,6.0,0,20000,11.86,0.41,0,3,0.0004897959183673469
12677,3,12.0,1,3000,11.49,0.04,0,9,0.00041176470588235296
3599,0,7.0,4,10000,8.94,0.18,0,4,0.0004181818181818182
46433,3,10.0,3,10000,15.7,0.19,1,2,0.0004814814814814815
3586,2,10.0,5,1500,11.86,0.03,0,7,0.0006538461538461538
45743,3,0.0,1,10000,10.36,0.11,0,3,0.00026436781609195405
48390,3,4.0,2,15000,14.22,0.3,1,6,0.00066
8127,0,12.0,5,5000,7.88,0.05,0,10,0.00029473684210526316
47682,0,2.0,1,15000,13.49,0.13,0,7,0.00022998296422487222
38571,3,2.0,1,17500,7.88,0.37,0,5,0.0006875
57846,3,0.0,5,12500,7.88,0.25,0,3,0.00048
26340,0,0.0,2,20000,10.99,0.1,0,3,0.000125
45579,3,4.0,5,3000,7.66,0.06,0,6,0.0007
3176,0,9.0,4,4000,7.49,0.05,0,3,0.0003333333333333333
22822,0,8.0,1,15000,7.9,0.2,0,8,0.0003733333333333333
44036,3,6.0,1,8000,7.74,0.27,0,2,0.0007333333333333333
23275,0,2.0,1,2000,8.49,0.04,0,2,0.0004181818181818182
19578,3,2.0,3,4000,6.92,0.1,0,7,0.0008
36776,0,5.0,1,9000,10.36,0.1,0,3,0.00028735632183908046
20321,3,3.0,0,3600,11.99,0.04,0,11,0.0004457831325301205
48832,3,0.0,4,5000,7.51,0.2,0,3,0.00096
8193,3,7.0,3,15000,7.9,0.3,0,3,0.00046
26652,0,0.0,5,10000,12.61,0.11,0,2,0.0002555555555555556
51329,0,7.0,1,14000,12.21,0.25,0,3,0.0004181818181818182
11887,0,5.0,0,10000,16.07,0.14,1,3,0.00034782608695652176
53791,3,1.0,2,10000,15.05,0.14,1,4,0.0003243243243243243
13322,0,17.0,3,9600,10.65,0.15,0,6,0.0005322580645161291
27023,3,2.0,5,18000,9.91,0.45,0,8,0.000725
12691,3,6.0,1,1000,13.49,0.02,0,2,0.0004
34223,0,3.0,1,15000,13.85,0.19,1,7,0.000356687898089172
11778,3,4.0,0,5000,13.23,0.1,0,8,0.0005833333333333334
50309,3,3.0,4,7000,10.99,0.2,0,8,0.0008571428571428571
38599,0,5.0,2,5000,6.62,0.04,0,8,0.0001982771915137362
34900,0,2.0,2,8000,14.35,0.07,1,14,0.00031578947368421053
8083,0,2.0,2,12000,11.89,0.17,0,9,0.0004142857142857143
41397,0,8.0,4,8000,11.86,0.13,0,4,0.000375
50756,3,3.0,2,6500,14.46,0.04,1,6,0.00019375
41281,3,2.0,3,14500,14.65,0.51,0,8,0.0012152777777777778
34407,3,1.0,0,10800,12.21,0.23,0,2,0.0005333333333333334
37603,3,1.0,3,9200,17.99,0.3,1,2,0.0008
50150,0,3.0,4,10000,12.61,0.12,1,4,0.000257985257985258
41248,0,4.0,1,15000,13.47,0.15,1,8,0.00027435379882027866
19583,0,4.0,3,10000,9.99,0.15,0,10,0.00041538461538461537
49044,0,6.0,0,12000,6.99,0.17,0,3,0.00031428571428571427
56317,3,3.0,1,8000,13.22,0.3,1,3,0.0007368421052631579
52992,0,4.0,5,6000,7.9,0.12,0,7,0.00058
22077,0,16.0,1,12000,6.92,0.1,0,12,0.0003074433656957929
52489,3,13.0,4,10000,10.74,0.15,0,7,0.00043410852713178294
53096,3,1.0,4,7200,9.63,0.14,0,2,0.00044
26496,0,7.0,4,4500,10.59,0.05,0,2,0.0002555555555555556
36165,0,9.0,2,14000,7.9,0.14,0,3,0.00023529411764705883
38472,0,1.0,3,1000,13.49,0.01,0,9,0.0002990654205607477
49145,3,1.0,3,12000,14.11,0.16,0,9,0.0004986728866725649
2333,3,0.0,1,3500,7.29,0.06,0,8,0.0004475308641975309
12979,0,1.0,2,25000,9.99,0.2,0,4,0.0002
20317,3,7.0,2,5000,12.73,0.09,0,16,0.0007037037037037037
17762,2,2.0,4,5000,11.89,0.13,0,8,0.0007
15451,3,4.0,4,5000,12.42,0.13,0,6,0.00075
57231,3,3.0,1,4000,14.46,0.15,1,4,0.0008751902587519026
44620,2,6.0,3,10000,10.65,0.24,0,2,0.0005238095238095238
19732,3,0.0,5,12000,10.37,0.13,0,2,0.00024210526315789473
55687,3,7.0,3,12000,10.37,0.22,0,4,0.00041821223361699034
24886,3,3.0,1,12000,10.65,0.21,0,2,0.0003793103448275862
52729,3,2.0,3,18500,7.66,0.4,0,9,0.0006382978723404255
15041,0,3.0,0,12000,12.69,0.14,0,10,0.0003255813953488372
50997,0,2.0,2,3250,10.99,0.13,0,10,0.00108
30980,0,21.0,5,6000,13.47,0.07,1,11,0.0004625
28868,0,15.0,2,11000,7.88,0.15,0,7,0.00043661971830985915
8713,0,7.0,1,15000,10.74,0.19,0,3,0.00028205128205128203
4424,3,1.0,5,4000,7.66,0.08,0,4,0.0004716981132075472
44292,0,8.0,2,6000,12.21,0.06,0,4,0.00023529411764705883
35556,3,1.0,1,6000,9.91,0.11,0,2,0.0004727272727272727
55853,3,4.0,1,1700,10.59,0.04,0,7,0.0006481481481481481
13704,0,8.0,5,14000,10.99,0.18,0,3,0.0003088803088803089
20461,0,7.0,4,14000,7.49,0.35,0,2,0.00065
15031,3,7.0,4,9800,15.21,0.16,1,4,0.00038333333333333334
15220,3,6.0,5,15000,10.99,0.25,0,3,0.00036666666666666667
52591,3,4.0,0,2500,7.51,0.05,0,11,0.0007346938775510204
19638,3,0.0,3,3000,11.14,0.11,0,4,0.0008148148148148148
26273,3,3.0,3,30000,14.96,0.28,1,10,0.0003159041394335512
5650,3,2.0,3,1800,6.76,0.03,0,2,0.00042950513538748833
45890,0,9.0,5,10000,6.03,0.14,0,4,0.00034722222222222224
37722,3,0.0,3,20000,7.51,0.31,0,4,0.00035384615384615386
7851,3,6.0,3,10000,9.91,0.21,0,4,0.0004583333333333333
11991,0,4.0,4,12000,7.66,0.1,0,2,0.00020491803278688525
10700,3,2.0,1,8000,8.9,0.11,0,4,0.0003066666666666667
28240,0,8.0,1,7000,14.79,0.07,1,3,0.00022857142857142857
10126,0,9.0,3,6000,6.91,0.06,0,2,0.00025510204081632655
5534,3,5.0,2,15000,11.71,0.17,0,4,0.0002777777777777778
53104,3,3.0,2,11500,9.99,0.23,0,5,0.00054
36701,2,3.0,3,9000,6.03,0.31,0,5,0.0009375
52267,3,2.0,4,5000,11.36,0.14,0,5,0.0009428571428571429
10144,0,3.0,0,6000,14.96,0.2,1,15,0.0012333333333333332
43842,3,1.0,3,6800,6.76,0.08,0,4,0.0002738095238095238
4846,3,0.0,5,7500,8.94,0.09,0,16,0.0004823529411764706
15244,0,4.0,0,10000,13.49,0.21,0,6,0.0006458333333333333
48635,0,1.0,4,9000,11.58,0.15,0,8,0.0005666666666666667
3893,3,9.0,4,10000,14.54,0.18,1,3,0.0004642857142857143
1253,0,9.0,2,5000,10.37,0.07,0,5,0.0005
15800,0,12.0,3,12000,13.79,0.15,1,8,0.00035
6855,0,0.0,0,10000,5.42,0.22,0,3,0.0005555555555555556
9445,0,17.0,0,3200,16.49,0.05,0,16,0.0005625
23996,0,5.0,3,20000,6.54,0.17,0,6,0.00035805626598465475
514,3,0.0,3,8000,13.92,0.23,0,3,0.0006857142857142857
27607,0,9.0,2,12000,11.99,0.23,0,3,0.0004716981132075472
29998,0,3.0,5,12000,10.25,0.08,0,9,0.00018
43731,0,4.0,0,10000,7.51,0.33,0,2,0.0008333333333333334
38339,0,2.0,1,15600,13.49,0.3,0,2,0.00041821223361699034
9477,3,0.0,3,12800,11.83,0.23,0,12,0.0007407407407407407
14610,3,5.0,1,5600,8.0,0.11,0,2,0.0004230769230769231
53717,0,3.0,0,15250,13.61,0.12,0,8,0.00028
23472,2,5.0,1,15000,12.42,0.16,0,6,0.00031868131868131866
2608,0,4.0,3,15000,11.14,0.2,0,4,0.0003066666666666667
32804,0,8.0,5,6000,7.51,0.08,0,3,0.0003333333333333333
20423,3,1.0,5,7000,10.99,0.23,0,4,0.0008
44831,0,2.0,5,2000,7.51,0.03,0,3,0.00031944444444444446
29455,0,10.0,2,10000,11.34,0.12,1,3,0.0003058967480822627
37036,0,4.0,5,10000,7.51,0.22,0,2,0.0005777777777777778
34117,3,0.0,1,22000,9.76,0.31,0,3,0.00032857142857142856
25589,0,6.0,3,10000,5.79,0.19,0,2,0.0004074074074074074
51820,0,3.0,4,12000,14.46,0.17,0,16,0.0006142857142857142
43014,3,5.0,1,10000,11.83,0.15,0,2,0.00032307692307692305
48807,3,1.0,1,10000,11.49,0.11,0,3,0.0002666666666666667
36270,0,4.0,2,5000,15.33,0.05,1,7,0.0003125
42013,0,0.0,4,12000,7.14,0.11,0,4,0.0002
31491,3,0.0,0,15000,14.46,0.19,0,14,0.0004871794871794872
44056,0,5.0,0,15000,13.85,0.29,0,4,0.0004
5162,3,7.0,1,11000,10.74,0.16,0,3,0.00033823529411764706
13800,0,4.0,2,18000,13.49,0.26,1,9,0.00040579710144927536
3437,0,13.0,5,5000,9.91,0.08,0,13,0.0007666666666666667
30023,3,0.0,4,5000,13.98,0.08,1,4,0.00036666666666666667
32889,0,7.0,0,4000,6.03,0.05,0,4,0.0003066666666666667
274,3,7.0,1,3000,7.9,0.05,0,2,0.00038333333333333334
49205,0,9.0,2,4000,11.99,0.09,0,2,0.0005555555555555556
41743,0,2.0,0,5000,5.42,0.05,0,16,0.00036
38033,3,0.0,4,3000,11.71,0.05,0,30,0.0008833333333333333
31271,0,4.0,5,12800,11.48,0.21,0,3,0.0003548387096774194
27828,3,9.0,3,5000,11.49,0.14,0,10,0.0007298086279597794
16841,3,1.0,3,10000,10.74,0.18,0,5,0.00047787610619469027
31881,0,6.0,4,8500,7.51,0.23,0,4,0.0006027397260273973
43020,0,8.0,0,9000,10.99,0.09,0,2,0.00024056061081476833
52340,0,0.0,5,10000,11.71,0.1,0,17,0.00044329896907216497
47719,0,3.0,2,6000,13.57,0.08,0,5,0.0004055944055944056
44163,3,10.0,4,16000,17.14,0.31,0,4,0.0005030570389288754
48266,0,9.0,1,12000,7.88,0.09,0,8,0.00020714285714285716
33857,2,13.0,1,10000,5.79,0.15,0,10,0.0004328358208955224
5799,3,0.0,0,6500,14.26,0.14,1,2,0.0005208333333333333
15863,0,2.0,4,6000,7.51,0.1,0,3,0.00033870967741935485
47768,3,1.0,5,12000,10.59,0.23,0,3,0.0004423076923076923
15303,3,1.0,0,6000,11.99,0.07,0,10,0.00030100334448160534
6702,0,11.0,1,12000,8.94,0.37,0,5,0.0008307692307692307
2083,0,8.0,4,3000,12.73,0.05,1,2,0.00042857142857142855
58423,3,6.0,1,9600,13.22,0.27,0,4,0.0006285714285714285
3813,3,4.0,4,3000,7.51,0.04,0,17,0.0005000263171745881
54833,0,12.0,5,8000,7.66,0.09,0,14,0.00044444444444444447
20005,0,4.0,0,6000,7.14,0.13,0,10,0.000576923076923077
15053,3,1.0,1,5000,15.99,0.14,0,4,0.0006609195402298851
39638,3,4.0,1,8400,11.86,0.17,0,2,0.00046
14016,0,6.0,5,2500,10.99,0.04,0,7,0.00046666666666666666
12992,0,11.0,2,25000,14.83,0.36,1,7,0.0003857142857142857
53608,0,1.0,3,5000,10.99,0.11,0,9,0.000569620253164557
43947,0,5.0,2,10000,7.88,0.1,0,10,0.00028125
33627,3,5.0,2,15000,7.88,0.18,0,2,0.0002941176470588235
29564,3,0.0,0,5000,12.98,0.2,1,3,0.0008401344215074412
54951,3,2.0,3,15000,11.99,0.2,0,7,0.00044
48124,0,8.0,1,6300,9.32,0.11,0,2,0.0004106849510749232
14339,0,1.0,4,7500,12.53,0.06,1,10,0.000272
26777,3,4.0,0,10400,12.69,0.24,0,10,0.0006363636363636364
47612,3,5.0,4,3350,11.49,0.08,0,7,0.000725
32873,2,11.0,4,7000,7.9,0.2,0,9,0.0007714285714285715
5074,0,1.0,5,10000,11.26,0.07,0,5,0.00024444444444444443
23863,3,1.0,3,13250,13.49,0.38,0,3,0.0006571428571428571
51903,3,2.0,1,14200,13.48,0.18,1,8,0.00033532934131736525
10740,3,1.0,1,9600,13.16,0.2,0,4,0.0004583333333333333
48734,3,0.0,5,10800,10.99,0.27,0,4,0.00055
25847,0,9.0,1,9500,6.03,0.16,0,2,0.0004166666666666667
36094,3,2.0,1,8000,7.51,0.33,0,4,0.0009166666666666666
25560,3,0.0,1,3200,10.59,0.08,0,2,0.0005729166666666667
15857,3,8.0,3,6500,10.74,0.09,0,2,0.00032
54712,2,0.0,3,4800,16.77,0.08,0,4,0.0004067520846044336
52451,0,0.0,4,10000,9.63,0.1,0,17,0.00039
36684,0,1.0,2,15000,11.89,0.17,0,2,0.00029545454545454547
27319,3,2.0,4,12000,9.63,0.3,0,2,0.000575057505750575
12083,3,0.0,3,5000,11.49,0.12,0,4,0.0005238095238095238
30389,2,2.0,5,15000,11.11,0.38,0,9,0.000875
10499,0,6.0,1,12000,10.0,0.12,0,3,0.00022
11936,3,2.0,0,10000,14.96,0.24,1,4,0.000619047619047619
1787,0,0.0,1,10000,7.49,0.11,0,3,0.00024444444444444443
50216,0,6.0,4,16000,7.88,0.31,0,4,0.0005
54987,3,0.0,0,4500,13.61,0.25,0,2,0.0013733245440562514
35479,0,9.0,3,8800,5.42,0.12,0,5,0.00038666666666666667
54041,3,1.0,4,5000,15.99,0.09,0,16,0.0009074074074074074
16403,3,5.0,4,10000,7.51,0.12,0,12,0.00045238095238095237
24602,0,8.0,5,5000,7.14,0.06,0,10,0.0004230769230769231
23952,3,8.0,0,20000,11.89,0.25,0,3,0.0003
26376,0,3.0,4,5000,11.12,0.11,0,12,0.0008
8469,3,2.0,0,5000,14.59,0.15,0,15,0.0010883633368631604
22420,0,5.0,1,2500,7.49,0.04,0,3,0.00035384615384615386
43425,0,3.0,4,10000,10.59,0.11,0,12,0.00046666666666666666
37307,0,5.0,4,4750,10.37,0.12,0,3,0.000525
29803,0,14.0,1,20000,11.71,0.29,0,10,0.00042857142857142855
8463,0,2.0,3,8000,10.59,0.16,0,4,0.00052
26868,3,8.0,5,23000,6.91,0.19,0,3,0.0002
19794,3,3.0,1,10000,10.37,0.24,0,14,0.0008571428571428571
43468,3,4.0,0,25000,13.61,0.19,0,8,0.00022775361467027155
27949,3,5.0,3,2800,14.17,0.06,0,6,0.00058
36805,0,5.0,2,20000,16.77,0.22,1,5,0.0003111111111111111
26236,3,6.0,0,2000,13.72,0.03,1,3,0.00032857142857142856
5212,3,6.0,4,7200,5.79,0.18,0,17,0.001075
41440,3,10.0,5,30000,7.51,0.24,0,3,0.000208
21307,0,8.0,3,15000,14.11,0.13,0,4,0.00024986985944820407
32950,0,9.0,2,4200,11.48,0.11,0,2,0.0006510416666666666
15278,0,6.0,1,3000,7.29,0.04,0,4,0.000275
56825,3,4.0,5,8000,7.29,0.11,0,2,0.0003333333333333333
28466,3,7.0,1,5000,11.49,0.11,0,4,0.0004888888888888889
31970,3,8.0,4,15000,8.49,0.25,0,4,0.0004
27433,3,1.0,4,4750,13.85,0.33,0,2,0.001736111111111111
55095,3,3.0,0,11500,13.79,0.38,1,4,0.0008333333333333334
15767,3,5.0,0,5000,7.29,0.12,0,5,0.0008095238095238096
10795,3,4.0,1,10000,14.11,0.22,0,4,0.0005204606076377594
32623,3,0.0,3,5000,7.49,0.21,0,2,0.0010416666666666667
57076,3,2.0,5,5000,10.37,0.1,0,8,0.0005555555555555556
23662,3,3.0,1,7000,9.99,0.11,0,2,0.00035384615384615386
2576,3,5.0,3,20000,10.65,0.33,0,4,0.0004166666666666667
50650,0,11.0,1,4500,11.99,0.07,0,8,0.00041538461538461537
26492,3,4.0,1,20000,10.37,0.4,0,2,0.00044
24494,3,5.0,4,10000,17.58,0.2,1,3,0.00046
1052,3,5.0,2,2500,9.91,0.04,0,4,0.0004333333333333333
7580,3,4.0,3,5000,7.49,0.15,0,10,0.0008181818181818182
54416,0,1.0,5,25000,11.58,0.18,0,5,0.00022857142857142857
10222,3,1.0,0,6000,12.87,0.09,0,4,0.0003845917174327734
3733,0,1.0,0,8000,13.06,0.16,0,3,0.00048
40827,0,10.0,5,15000,13.99,0.36,1,3,0.000619047619047619
5410,3,0.0,1,2000,13.92,0.08,0,12,0.0018333333333333333
48836,3,3.0,0,7000,7.51,0.16,0,4,0.0006046511627906977
55627,0,5.0,1,20000,16.77,0.17,0,3,0.0002
44514,3,5.0,0,6000,12.99,0.19,0,4,0.000673076923076923
2486,0,4.0,0,8000,5.42,0.09,0,2,0.00029885057471264366
27497,3,7.0,0,4000,10.74,0.14,0,2,0.000793103448275862
27602,3,4.0,1,5000,11.89,0.08,0,9,0.0004496124031007752
11898,3,0.0,0,4000,7.29,0.09,0,4,0.0005116279069767442
22600,0,8.0,2,5000,6.17,0.05,0,7,0.0003235294117647059
5359,2,0.0,3,9000,8.94,0.18,0,4,0.00046
19683,0,4.0,2,5000,8.49,0.08,0,13,0.0006166666666666666
52218,3,0.0,3,5000,10.59,0.12,0,6,0.0006428571428571428
949,0,7.0,5,4000,10.65,0.04,0,3,0.00023
46939,3,4.0,0,4500,11.71,0.07,0,2,0.0003636363636363636
18665,0,5.0,2,14000,8.49,0.11,0,11,0.00035714285714285714
47349,3,2.0,1,5000,16.32,0.1,0,7,0.0006538461538461538
44562,0,11.0,1,15000,13.49,0.3,0,5,0.00054
31376,0,3.0,4,3600,13.49,0.05,1,12,0.0005293806246691371
26917,3,3.0,3,4000,9.63,0.07,0,4,0.00042592592592592595
3963,3,4.0,1,5000,7.49,0.09,0,3,0.0004174573055028463
49848,3,4.0,0,3000,13.61,0.03,1,10,0.0002909090909090909
40965,0,4.0,3,4800,8.9,0.14,0,4,0.001199657240788346
38344,0,7.0,1,10000,12.42,0.22,0,2,0.0005111111111111112
52653,3,0.0,0,10000,7.88,0.11,0,4,0.0002555555555555556
18716,3,9.0,4,12000,10.38,0.33,0,3,0.0006944444444444445
29042,0,3.0,3,6000,12.53,0.13,0,5,0.0006444444444444444
50051,3,6.0,2,6000,8.9,0.12,0,9,0.00058
2209,3,2.0,2,6000,7.9,0.07,0,2,0.0003
2877,2,8.0,4,22000,9.91,0.32,0,7,0.00041223832528180355
46376,3,4.0,1,10000,10.99,0.24,0,4,0.0005476190476190477
27472,0,0.0,4,5200,7.4,0.08,0,4,0.0003464566929133858
1587,3,3.0,0,8000,7.88,0.13,0,4,0.0004166666666666667
56697,3,7.0,1,6000,7.66,0.15,0,2,0.000575
18469,3,1.0,3,5000,12.98,0.08,0,8,0.00041538461538461537
34556,0,7.0,5,15000,10.99,0.19,0,2,0.0002787878787878788
37361,0,3.0,2,8000,10.38,0.1,0,5,0.0003924050632911392
35761,3,4.0,5,12000,15.65,0.14,1,17,0.00042285714285714284
14712,3,9.0,0,2400,13.49,0.02,1,2,0.0002173913043478261
7939,0,11.0,1,10000,7.74,0.15,0,6,0.00041538461538461537
8471,3,1.0,3,3000,7.88,0.05,0,5,0.0005612244897959184
33275,3,2.0,5,6000,10.74,0.2,0,5,0.0011
7023,0,3.0,3,25000,10.75,0.36,0,3,0.00032859020515458025
42766,3,2.0,4,6000,14.27,0.14,0,7,0.0006363057903826924
13803,3,7.0,1,10000,11.89,0.22,0,13,0.0008
51067,3,6.0,1,12500,11.49,0.19,0,2,0.00031428571428571427
28560,0,4.0,0,6000,6.03,0.09,0,2,0.00034285714285714285
23505,3,2.0,1,7200,13.22,0.18,1,11,0.00095
42565,3,5.0,3,15000,10.37,0.15,0,2,0.00023
51939,3,3.0,3,18000,10.25,0.36,0,15,0.0008
35898,0,10.0,1,5000,7.88,0.1,0,2,0.0005416666666666666
47683,2,4.0,4,10000,7.51,0.29,0,3,0.0006857142857142857
53002,0,3.0,3,8400,11.99,0.15,0,6,0.0006365835470435241
20679,3,3.0,4,5600,18.64,0.14,0,13,0.0009487179487179487
50013,0,3.0,2,3250,10.37,0.07,0,17,0.0008
13841,3,7.0,4,12000,12.53,0.2,1,8,0.00045
54752,0,7.0,3,18000,10.65,0.31,0,16,0.0007744107744107744
34711,3,0.0,0,20000,7.49,0.12,0,7,0.00015882352941176472
9942,3,6.0,5,12000,16.49,0.47,0,4,0.000860450563204005
36579,3,5.0,3,10000,13.85,0.28,0,2,0.0007222222222222222
8787,3,0.0,5,4800,6.03,0.06,0,6,0.0003717948717948718
25636,2,1.0,5,6000,19.16,0.11,0,3,0.00042592592592592595
18143,0,11.0,0,3000,12.18,0.04,0,6,0.00038926174496644293
29991,3,0.0,5,8000,6.54,0.22,0,8,0.0007777777777777777
51124,0,2.0,5,15000,10.37,0.19,0,7,0.00035
22743,3,3.0,5,17000,14.65,0.18,0,3,0.00023157894736842104
33455,3,0.0,3,4000,13.49,0.1,0,3,0.000525
33509,3,4.0,3,5000,8.88,0.1,0,8,0.0006862745098039216
47896,3,3.0,2,12000,6.92,0.19,0,8,0.00045161290322580643
13558,0,1.0,5,11200,11.99,0.24,0,3,0.0005128205128205128
20968,3,5.0,0,18000,10.59,0.18,0,4,0.00024
1963,0,3.0,4,20000,9.62,0.24,0,3,0.0002941176470588235
56211,0,7.0,0,15000,15.99,0.28,0,2,0.00042592592592592595
45282,2,8.0,1,3000,12.18,0.13,0,2,0.001
26772,3,3.0,3,9000,10.37,0.25,0,9,0.000799908581876357
28699,0,9.0,1,2050,15.96,0.05,1,14,0.0010740531373657433
48632,0,3.0,3,10000,9.99,0.05,0,3,0.000125
32328,0,5.0,4,7500,12.61,0.1,1,9,0.00038666666666666667
39893,2,17.0,5,8000,12.99,0.15,1,17,0.0007884615384615384
52033,3,2.0,4,6000,10.25,0.16,0,4,0.0006842105263157894
14748,0,2.0,4,6000,13.23,0.09,0,5,0.00046153846153846153
22285,3,3.0,5,2500,9.91,0.03,0,3,0.0003125
47009,0,3.0,5,10000,7.51,0.15,0,3,0.00035384615384615386
36555,3,3.0,1,2000,6.62,0.07,0,2,0.0007666666666666667
3919,0,5.0,0,4000,17.27,0.03,0,17,0.00037068965517241377
12124,3,6.0,4,10000,10.65,0.38,0,2,0.0008461538461538462
2914,3,1.0,0,3000,7.51,0.05,0,7,0.00045
44026,0,0.0,3,10000,8.59,0.14,0,3,0.0003267091862100314
2950,3,2.0,1,7500,9.45,0.14,0,8,0.0012264150943396227
55965,3,7.0,5,5000,10.39,0.08,0,4,0.0003484848484848485
55314,3,1.0,0,5000,18.39,0.11,1,2,0.0005909090909090909
5859,3,4.0,3,15000,11.99,0.31,0,10,0.0005625
15756,0,10.0,2,6000,6.99,0.08,0,3,0.0003421052631578947
54078,3,8.0,5,3600,16.0,0.07,1,2,0.0005
29131,2,10.0,4,3000,10.75,0.1,0,4,0.0008333333333333334
30469,3,5.0,5,6000,11.49,0.2,0,2,0.0007333333333333333
10038,0,8.0,4,8000,12.98,0.07,0,4,0.00021818181818181818
37213,0,7.0,4,13000,15.96,0.16,1,4,0.0002875
6264,3,1.0,0,22000,9.25,0.27,0,10,0.0003214285714285714
48703,3,9.0,2,8000,12.84,0.12,0,11,0.0005588235294117647
19800,3,3.0,3,8000,17.49,0.11,1,2,0.00042483660130718953
24040,3,1.0,2,10000,13.49,0.08,1,6,0.000225
42750,0,5.0,4,3000,9.99,0.06,0,14,0.00076
31327,0,7.0,5,8400,12.69,0.1,0,3,0.0002875
55666,0,0.0,0,4750,10.33,0.2,0,4,0.0009583333333333333
50721,3,1.0,1,17500,16.0,0.27,1,4,0.00034375
52637,0,11.0,4,10000,8.94,0.23,0,10,0.0006279069767441861
40300,3,4.0,0,3500,9.62,0.09,0,3,0.000575
53620,3,0.0,3,7000,8.59,0.11,0,3,0.00035384615384615386
45464,3,2.0,3,7200,10.37,0.23,0,9,0.000999875015623047
41906,3,2.0,4,7000,11.49,0.18,0,19,0.0016052631578947368
11167,3,2.0,3,3000,7.88,0.07,0,9,0.000825
31581,0,9.0,0,5600,10.99,0.22,0,4,0.00096
